"Station","Annee","RR - Precipitation","Lat","Long","Alti"
"PONT-DE-BEAUVOISIN-TABACS","1956","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1957","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1958","85",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1959","68",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1960","74",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1961","94",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1962","55",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1963","45",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1964","42",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1965","43",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1966","42",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1967","58.5",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1968","56",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1969","59.8",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1970","53",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1971","62",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1972","37",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1973","50",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1974","43",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1975","80",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1976","45",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1977","47",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1978","95",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1979","51",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1980","70",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1981","57",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1982","46",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1983","74",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1984","50",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1985","44",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1986","46",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1987","80",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1988","81",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1989","45",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1990","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1991","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1992","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1993","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1994","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1995","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1996","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1997","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1998","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","1999","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2000","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2001","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2002","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2003","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2004","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2005","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2006","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2007","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2008","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2009","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2010","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2011","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2012","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2013","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2014","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2015","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2016","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2017","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2018","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2019","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2020","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2021","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN-TABACS","2022","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1950","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1951","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1952","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1953","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1954","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1955","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1956","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1957","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1958","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1959","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1960","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1961","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1962","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1963","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1964","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1965","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1966","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1967","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1968","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1969","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1970","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1971","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1972","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1973","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1974","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1975","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1976","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1977","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1978","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1979","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1980","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1981","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1982","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1983","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1984","-Inf",NA,NA,NA
"PONT-DE-BEAUVOISIN","1985","30.7",NA,NA,NA
"PONT-DE-BEAUVOISIN","1986","41.3",NA,NA,NA
"PONT-DE-BEAUVOISIN","1987","80.4",NA,NA,NA
"PONT-DE-BEAUVOISIN","1988","81",NA,NA,NA
"PONT-DE-BEAUVOISIN","1989","42.4",NA,NA,NA
"PONT-DE-BEAUVOISIN","1990","62.2",NA,NA,NA
"PONT-DE-BEAUVOISIN","1991","90.2",NA,NA,NA
"PONT-DE-BEAUVOISIN","1992","51.5",NA,NA,NA
"PONT-DE-BEAUVOISIN","1993","63",NA,NA,NA
"PONT-DE-BEAUVOISIN","1994","44.5",NA,NA,NA
"PONT-DE-BEAUVOISIN","1995","85",NA,NA,NA
"PONT-DE-BEAUVOISIN","1996","58.3",NA,NA,NA
"PONT-DE-BEAUVOISIN","1997","51.5",NA,NA,NA
"PONT-DE-BEAUVOISIN","1998","60",NA,NA,NA
"PONT-DE-BEAUVOISIN","1999","133.1",NA,NA,NA
"PONT-DE-BEAUVOISIN","2000","57.4",NA,NA,NA
"PONT-DE-BEAUVOISIN","2001","56",NA,NA,NA
"PONT-DE-BEAUVOISIN","2002","130.3",NA,NA,NA
"PONT-DE-BEAUVOISIN","2003","45",NA,NA,NA
"PONT-DE-BEAUVOISIN","2004","64",NA,NA,NA
"PONT-DE-BEAUVOISIN","2005","54.9",NA,NA,NA
"PONT-DE-BEAUVOISIN","2006","33.4",NA,NA,NA
"PONT-DE-BEAUVOISIN","2007","47.4",NA,NA,NA
"PONT-DE-BEAUVOISIN","2008","65.2",NA,NA,NA
"PONT-DE-BEAUVOISIN","2009","38.1",NA,NA,NA
"PONT-DE-BEAUVOISIN","2010","59.6",NA,NA,NA
"PONT-DE-BEAUVOISIN","2011","62.1",NA,NA,NA
"PONT-DE-BEAUVOISIN","2012","59.5",NA,NA,NA
"PONT-DE-BEAUVOISIN","2013","68.5",NA,NA,NA
"PONT-DE-BEAUVOISIN","2014","55.2",NA,NA,NA
"PONT-DE-BEAUVOISIN","2015","58.2",NA,NA,NA
"PONT-DE-BEAUVOISIN","2016","52",NA,NA,NA
"PONT-DE-BEAUVOISIN","2017","91.2",NA,NA,NA
"PONT-DE-BEAUVOISIN","2018","54.7",NA,NA,NA
"PONT-DE-BEAUVOISIN","2019","51.7",NA,NA,NA
"PONT-DE-BEAUVOISIN","2020","65.8",NA,NA,NA
"PONT-DE-BEAUVOISIN","2021","55.3",NA,NA,NA
"PONT-DE-BEAUVOISIN","2022","41.7",NA,NA,NA
"PONT-DE-CHERUY","1950","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1951","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1952","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1953","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1954","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1955","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1956","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1957","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1958","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1959","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1960","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1961","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1962","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1963","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1964","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1965","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1966","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1967","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1968","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1969","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1970","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1971","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1972","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1973","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1974","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1975","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1976","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1977","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1978","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1979","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1980","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1981","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1982","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1983","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1984","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1985","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1986","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1987","-Inf",NA,NA,NA
"PONT-DE-CHERUY","1988","93.5",NA,NA,NA
"PONT-DE-CHERUY","1989","82",NA,NA,NA
"PONT-DE-CHERUY","1990","59.7",NA,NA,NA
"PONT-DE-CHERUY","1991","58",NA,NA,NA
"PONT-DE-CHERUY","1992","46.8",NA,NA,NA
"PONT-DE-CHERUY","1993","82.5",NA,NA,NA
"PONT-DE-CHERUY","1994","60",NA,NA,NA
"PONT-DE-CHERUY","1995","78",NA,NA,NA
"PONT-DE-CHERUY","1996","63",NA,NA,NA
"PONT-DE-CHERUY","1997","63",NA,NA,NA
"PONT-DE-CHERUY","1998","66",NA,NA,NA
"PONT-DE-CHERUY","1999","50",NA,NA,NA
"PONT-DE-CHERUY","2000","68",NA,NA,NA
"PONT-DE-CHERUY","2001","38",NA,NA,NA
"PONT-DE-CHERUY","2002","50",NA,NA,NA
"PONT-DE-CHERUY","2003","48",NA,NA,NA
"PONT-DE-CHERUY","2004","70",NA,NA,NA
"PONT-DE-CHERUY","2005","90",NA,NA,NA
"PONT-DE-CHERUY","2006","50",NA,NA,NA
"PONT-DE-CHERUY","2007","56",NA,NA,NA
"PONT-DE-CHERUY","2008","50",NA,NA,NA
"PONT-DE-CHERUY","2009","-Inf",NA,NA,NA
"PONT-DE-CHERUY","2010","-Inf",NA,NA,NA
"PONT-DE-CHERUY","2011","-Inf",NA,NA,NA
"PONT-DE-CHERUY","2012","-Inf",NA,NA,NA
"PONT-DE-CHERUY","2013","-Inf",NA,NA,NA
"PONT-DE-CHERUY","2014","-Inf",NA,NA,NA
"PONT-DE-CHERUY","2015","-Inf",NA,NA,NA
"PONT-DE-CHERUY","2016","-Inf",NA,NA,NA
"PONT-DE-CHERUY","2017","-Inf",NA,NA,NA
"PONT-DE-CHERUY","2018","-Inf",NA,NA,NA
"PONT-DE-CHERUY","2019","-Inf",NA,NA,NA
"PONT-DE-CHERUY","2020","-Inf",NA,NA,NA
"PONT-DE-CHERUY","2021","-Inf",NA,NA,NA
"PONT-DE-CHERUY","2022","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1950","47",NA,NA,NA
"PONT-EN-ROYANS BOURG","1951","58",NA,NA,NA
"PONT-EN-ROYANS BOURG","1952","60",NA,NA,NA
"PONT-EN-ROYANS BOURG","1953","59.5",NA,NA,NA
"PONT-EN-ROYANS BOURG","1954","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1955","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1956","84.3",NA,NA,NA
"PONT-EN-ROYANS BOURG","1957","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1958","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1959","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1960","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1961","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1962","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1963","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1964","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1965","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1966","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1967","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1968","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1969","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1970","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1971","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1972","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1973","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1974","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1975","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1976","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1977","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1978","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1979","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1980","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1981","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1982","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1983","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1984","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1985","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1986","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1987","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1988","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1989","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1990","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1991","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1992","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1993","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1994","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1995","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1996","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1997","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1998","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","1999","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2000","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2001","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2002","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2003","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2004","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2005","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2006","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2007","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2008","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2009","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2010","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2011","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2012","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2013","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2014","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2015","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2016","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2017","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2018","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2019","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2020","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2021","-Inf",NA,NA,NA
"PONT-EN-ROYANS BOURG","2022","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1950","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1951","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1952","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1953","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1954","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1955","64.7",NA,NA,NA
"PONT-EN-ROYANS","1956","87.5",NA,NA,NA
"PONT-EN-ROYANS","1957","49",NA,NA,NA
"PONT-EN-ROYANS","1958","95",NA,NA,NA
"PONT-EN-ROYANS","1959","65",NA,NA,NA
"PONT-EN-ROYANS","1960","78",NA,NA,NA
"PONT-EN-ROYANS","1961","31",NA,NA,NA
"PONT-EN-ROYANS","1962","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1963","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1964","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1965","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1966","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1967","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1968","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1969","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1970","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1971","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1972","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1973","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1974","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1975","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1976","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1977","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1978","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1979","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1980","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1981","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1982","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1983","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1984","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1985","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1986","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1987","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1988","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1989","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1990","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1991","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1992","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1993","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1994","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1995","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1996","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1997","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1998","-Inf",NA,NA,NA
"PONT-EN-ROYANS","1999","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2000","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2001","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2002","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2003","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2004","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2005","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2006","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2007","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2008","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2009","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2010","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2011","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2012","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2013","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2014","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2015","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2016","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2017","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2018","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2019","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2020","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2021","-Inf",NA,NA,NA
"PONT-EN-ROYANS","2022","-Inf",NA,NA,NA
"PROVEYSIEUX","1950","-Inf",NA,NA,NA
"PROVEYSIEUX","1951","-Inf",NA,NA,NA
"PROVEYSIEUX","1952","-Inf",NA,NA,NA
"PROVEYSIEUX","1953","-Inf",NA,NA,NA
"PROVEYSIEUX","1954","-Inf",NA,NA,NA
"PROVEYSIEUX","1955","-Inf",NA,NA,NA
"PROVEYSIEUX","1956","-Inf",NA,NA,NA
"PROVEYSIEUX","1957","-Inf",NA,NA,NA
"PROVEYSIEUX","1958","-Inf",NA,NA,NA
"PROVEYSIEUX","1959","-Inf",NA,NA,NA
"PROVEYSIEUX","1960","-Inf",NA,NA,NA
"PROVEYSIEUX","1961","85.5",NA,NA,NA
"PROVEYSIEUX","1962","82",NA,NA,NA
"PROVEYSIEUX","1963","49.7",NA,NA,NA
"PROVEYSIEUX","1964","90.6",NA,NA,NA
"PROVEYSIEUX","1965","54.7",NA,NA,NA
"PROVEYSIEUX","1966","60",NA,NA,NA
"PROVEYSIEUX","1967","87.5",NA,NA,NA
"PROVEYSIEUX","1968","121.5",NA,NA,NA
"PROVEYSIEUX","1969","63",NA,NA,NA
"PROVEYSIEUX","1970","58",NA,NA,NA
"PROVEYSIEUX","1971","61",NA,NA,NA
"PROVEYSIEUX","1972","41.3",NA,NA,NA
"PROVEYSIEUX","1973","72.5",NA,NA,NA
"PROVEYSIEUX","1974","59.5",NA,NA,NA
"PROVEYSIEUX","1975","70",NA,NA,NA
"PROVEYSIEUX","1976","53.8",NA,NA,NA
"PROVEYSIEUX","1977","55.1",NA,NA,NA
"PROVEYSIEUX","1978","154",NA,NA,NA
"PROVEYSIEUX","1979","60",NA,NA,NA
"PROVEYSIEUX","1980","85.5",NA,NA,NA
"PROVEYSIEUX","1981","55.9",NA,NA,NA
"PROVEYSIEUX","1982","62.6",NA,NA,NA
"PROVEYSIEUX","1983","96",NA,NA,NA
"PROVEYSIEUX","1984","50",NA,NA,NA
"PROVEYSIEUX","1985","-Inf",NA,NA,NA
"PROVEYSIEUX","1986","76.2",NA,NA,NA
"PROVEYSIEUX","1987","45.5",NA,NA,NA
"PROVEYSIEUX","1988","63.8",NA,NA,NA
"PROVEYSIEUX","1989","51.2",NA,NA,NA
"PROVEYSIEUX","1990","85.6",NA,NA,NA
"PROVEYSIEUX","1991","146.4",NA,NA,NA
"PROVEYSIEUX","1992","71.6",NA,NA,NA
"PROVEYSIEUX","1993","59.5",NA,NA,NA
"PROVEYSIEUX","1994","130.4",NA,NA,NA
"PROVEYSIEUX","1995","101.1",NA,NA,NA
"PROVEYSIEUX","1996","86",NA,NA,NA
"PROVEYSIEUX","1997","52.7",NA,NA,NA
"PROVEYSIEUX","1998","72.3",NA,NA,NA
"PROVEYSIEUX","1999","94.2",NA,NA,NA
"PROVEYSIEUX","2000","78.3",NA,NA,NA
"PROVEYSIEUX","2001","60.1",NA,NA,NA
"PROVEYSIEUX","2002","108.2",NA,NA,NA
"PROVEYSIEUX","2003","69",NA,NA,NA
"PROVEYSIEUX","2004","70.7",NA,NA,NA
"PROVEYSIEUX","2005","66.1",NA,NA,NA
"PROVEYSIEUX","2006","-Inf",NA,NA,NA
"PROVEYSIEUX","2007","-Inf",NA,NA,NA
"PROVEYSIEUX","2008","-Inf",NA,NA,NA
"PROVEYSIEUX","2009","-Inf",NA,NA,NA
"PROVEYSIEUX","2010","-Inf",NA,NA,NA
"PROVEYSIEUX","2011","-Inf",NA,NA,NA
"PROVEYSIEUX","2012","-Inf",NA,NA,NA
"PROVEYSIEUX","2013","-Inf",NA,NA,NA
"PROVEYSIEUX","2014","-Inf",NA,NA,NA
"PROVEYSIEUX","2015","-Inf",NA,NA,NA
"PROVEYSIEUX","2016","-Inf",NA,NA,NA
