"Station","Annee","RR...Precipitation","Lat","Long","Alti"
"LA FERRIERE USINE RIONDET",1958,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1959,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1960,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1961,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1962,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1963,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1964,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1965,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1966,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1967,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1968,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1969,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1970,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1971,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1972,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1973,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1974,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1975,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1976,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1977,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1978,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1979,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1980,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1981,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1982,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1983,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1984,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1985,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1986,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1987,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1988,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1989,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1990,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1991,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1992,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1993,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1994,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1995,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1996,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1997,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1998,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",1999,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2000,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2001,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2002,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2003,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2004,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2005,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2006,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2007,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2008,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2009,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2010,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2011,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2012,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2013,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2014,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2015,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2016,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2017,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2018,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2019,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2020,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2021,"-Inf",45.318333,6.086667,815
"LA FERRIERE USINE RIONDET",2022,"-Inf",45.318333,6.086667,815
"LA FERRIERE",1950,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1951,"47.9",45.318333,6.086667,2141
"LA FERRIERE",1952,"86.8",45.318333,6.086667,2141
"LA FERRIERE",1953,"50.1",45.318333,6.086667,2141
"LA FERRIERE",1954,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1955,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1956,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1957,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1958,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1959,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1960,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1961,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1962,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1963,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1964,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1965,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1966,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1967,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1968,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1969,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1970,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1971,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1972,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1973,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1974,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1975,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1976,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1977,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1978,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1979,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1980,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1981,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1982,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1983,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1984,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1985,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1986,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1987,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1988,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1989,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1990,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1991,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1992,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1993,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1994,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1995,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1996,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1997,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1998,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",1999,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2000,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2001,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2002,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2003,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2004,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2005,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2006,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2007,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2008,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2009,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2010,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2011,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2012,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2013,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2014,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2015,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2016,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2017,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2018,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2019,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2020,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2021,"-Inf",45.318333,6.086667,2141
"LA FERRIERE",2022,"-Inf",45.318333,6.086667,2141
"FONTANIL",1950,"-Inf",45.255667,5.661833,200
"FONTANIL",1951,"-Inf",45.255667,5.661833,200
"FONTANIL",1952,"-Inf",45.255667,5.661833,200
"FONTANIL",1953,"63.5",45.255667,5.661833,200
"FONTANIL",1954,"88",45.255667,5.661833,200
"FONTANIL",1955,"63",45.255667,5.661833,200
"FONTANIL",1956,"69.5",45.255667,5.661833,200
"FONTANIL",1957,"39",45.255667,5.661833,200
"FONTANIL",1958,"75",45.255667,5.661833,200
"FONTANIL",1959,"47",45.255667,5.661833,200
"FONTANIL",1960,"67",45.255667,5.661833,200
"FONTANIL",1961,"51.3",45.255667,5.661833,200
"FONTANIL",1962,"72",45.255667,5.661833,200
"FONTANIL",1963,"45",45.255667,5.661833,200
"FONTANIL",1964,"66",45.255667,5.661833,200
"FONTANIL",1965,"40.6",45.255667,5.661833,200
"FONTANIL",1966,"67.4",45.255667,5.661833,200
"FONTANIL",1967,"68",45.255667,5.661833,200
"FONTANIL",1968,"73",45.255667,5.661833,200
"FONTANIL",1969,"52.8",45.255667,5.661833,200
"FONTANIL",1970,"46.1",45.255667,5.661833,200
"FONTANIL",1971,"84.9",45.255667,5.661833,200
"FONTANIL",1972,"41.4",45.255667,5.661833,200
"FONTANIL",1973,"55.4",45.255667,5.661833,200
"FONTANIL",1974,"60.2",45.255667,5.661833,200
"FONTANIL",1975,"82.9",45.255667,5.661833,200
"FONTANIL",1976,"47.6",45.255667,5.661833,200
"FONTANIL",1977,"56.8",45.255667,5.661833,200
"FONTANIL",1978,"125",45.255667,5.661833,200
"FONTANIL",1979,"57.8",45.255667,5.661833,200
"FONTANIL",1980,"79.4",45.255667,5.661833,200
"FONTANIL",1981,"53.7",45.255667,5.661833,200
"FONTANIL",1982,"42.4",45.255667,5.661833,200
"FONTANIL",1983,"79.1",45.255667,5.661833,200
"FONTANIL",1984,"83.1",45.255667,5.661833,200
"FONTANIL",1985,"74.3",45.255667,5.661833,200
"FONTANIL",1986,"64.4",45.255667,5.661833,200
"FONTANIL",1987,"50.4",45.255667,5.661833,200
"FONTANIL",1988,"58",45.255667,5.661833,200
"FONTANIL",1989,"56.5",45.255667,5.661833,200
"FONTANIL",1990,"68.5",45.255667,5.661833,200
"FONTANIL",1991,"123.7",45.255667,5.661833,200
"FONTANIL",1992,"65.1",45.255667,5.661833,200
"FONTANIL",1993,"58",45.255667,5.661833,200
"FONTANIL",1994,"96.2",45.255667,5.661833,200
"FONTANIL",1995,"91",45.255667,5.661833,200
"FONTANIL",1996,"91",45.255667,5.661833,200
"FONTANIL",1997,"50",45.255667,5.661833,200
"FONTANIL",1998,"64",45.255667,5.661833,200
"FONTANIL",1999,"70.1",45.255667,5.661833,200
"FONTANIL",2000,"87",45.255667,5.661833,200
"FONTANIL",2001,"59",45.255667,5.661833,200
"FONTANIL",2002,"116.4",45.255667,5.661833,200
"FONTANIL",2003,"63.3",45.255667,5.661833,200
"FONTANIL",2004,"69.8",45.255667,5.661833,200
"FONTANIL",2005,"102.8",45.255667,5.661833,200
"FONTANIL",2006,"69",45.255667,5.661833,200
"FONTANIL",2007,"59.5",45.255667,5.661833,200
"FONTANIL",2008,"94.3",45.255667,5.661833,200
"FONTANIL",2009,"37.9",45.255667,5.661833,200
"FONTANIL",2010,"51.5",45.255667,5.661833,200
"FONTANIL",2011,"73.3",45.255667,5.661833,200
"FONTANIL",2012,"59",45.255667,5.661833,200
"FONTANIL",2013,"64.1",45.255667,5.661833,200
"FONTANIL",2014,"88.6",45.255667,5.661833,200
"FONTANIL",2015,"57.8",45.255667,5.661833,200
"FONTANIL",2016,"50",45.255667,5.661833,200
"FONTANIL",2017,"45",45.255667,5.661833,200
"FONTANIL",2018,"38.8",45.255667,5.661833,200
"FONTANIL",2019,"92.2",45.255667,5.661833,200
"FONTANIL",2020,"72",45.255667,5.661833,200
"FONTANIL",2021,"-Inf",45.255667,5.661833,200
"FONTANIL",2022,"-Inf",45.255667,5.661833,200
"LA GARDE L'ARMENTIER LE BAS",1950,"54.8",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1951,"42",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1952,"50.7",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1953,"42.4",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1954,"60.8",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1955,"60.5",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1956,"35.8",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1957,"56.6",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1958,"62.5",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1959,"36.2",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1960,"68.3",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1961,"45.5",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1962,"55",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1963,"45.4",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1964,"42.7",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1965,"45.4",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1966,"50",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1967,"29.2",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1968,"69.4",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1969,"61.4",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1970,"61.5",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1971,"43.2",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1972,"30.7",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1973,"60",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1974,"66",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1975,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1976,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1977,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1978,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1979,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1980,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1981,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1982,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1983,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1984,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1985,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1986,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1987,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1988,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1989,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1990,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1991,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1992,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1993,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1994,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1995,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1996,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1997,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1998,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",1999,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2000,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2001,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2002,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2003,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2004,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2005,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2006,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2007,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2008,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2009,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2010,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2011,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2012,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2013,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2014,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2015,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2016,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2017,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2018,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2019,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2020,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2021,"-Inf",45.066667,6.045,1080
"LA GARDE L'ARMENTIER LE BAS",2022,"-Inf",45.066667,6.045,1080
"GRENOBLE-CEA-RADOME",1950,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1951,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1952,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1953,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1954,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1955,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1956,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1957,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1958,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1959,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1960,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1961,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1962,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1963,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1964,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1965,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1966,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1967,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1968,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1969,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1970,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1971,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1972,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1973,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1974,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1975,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1976,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1977,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1978,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1979,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1980,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1981,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1982,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1983,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1984,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1985,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1986,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1987,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1988,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1989,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1990,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1991,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1992,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1993,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1994,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1995,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1996,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1997,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1998,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",1999,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2000,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2001,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2002,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2003,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2004,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2005,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2006,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2007,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2008,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2009,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2010,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2011,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2012,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2013,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2014,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2015,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2016,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2017,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2018,"-Inf",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2019,"38.5",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2020,"64.6",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2021,"59.4",45.2115,5.682833,213
"GRENOBLE-CEA-RADOME",2022,"55.4",45.2115,5.682833,213
"GRESSE",1950,"11.6",44.899833,5.565667,1220
"GRESSE",1951,"-Inf",44.899833,5.565667,1220
"GRESSE",1952,"-Inf",44.899833,5.565667,1220
"GRESSE",1953,"-Inf",44.899833,5.565667,1220
"GRESSE",1954,"-Inf",44.899833,5.565667,1220
"GRESSE",1955,"43.7",44.899833,5.565667,1220
"GRESSE",1956,"55.4",44.899833,5.565667,1220
"GRESSE",1957,"53.5",44.899833,5.565667,1220
"GRESSE",1958,"64.2",44.899833,5.565667,1220
"GRESSE",1959,"86.2",44.899833,5.565667,1220
"GRESSE",1960,"67.3",44.899833,5.565667,1220
"GRESSE",1961,"61",44.899833,5.565667,1220
"GRESSE",1962,"56.5",44.899833,5.565667,1220
"GRESSE",1963,"59.5",44.899833,5.565667,1220
"GRESSE",1964,"48",44.899833,5.565667,1220
"GRESSE",1965,"72",44.899833,5.565667,1220
"GRESSE",1966,"48.5",44.899833,5.565667,1220
"GRESSE",1967,"53.2",44.899833,5.565667,1220
"GRESSE",1968,"64",44.899833,5.565667,1220
"GRESSE",1969,"47",44.899833,5.565667,1220
"GRESSE",1970,"65.5",44.899833,5.565667,1220
"GRESSE",1971,"51.8",44.899833,5.565667,1220
"GRESSE",1972,"62",44.899833,5.565667,1220
"GRESSE",1973,"68",44.899833,5.565667,1220
"GRESSE",1974,"78.5",44.899833,5.565667,1220
"GRESSE",1975,"91",44.899833,5.565667,1220
"GRESSE",1976,"43.5",44.899833,5.565667,1220
"GRESSE",1977,"50",44.899833,5.565667,1220
"GRESSE",1978,"49",44.899833,5.565667,1220
"GRESSE",1979,"46.2",44.899833,5.565667,1220
"GRESSE",1980,"52.5",44.899833,5.565667,1220
"GRESSE",1981,"51.7",44.899833,5.565667,1220
"GRESSE",1982,"72.3",44.899833,5.565667,1220
"GRESSE",1983,"98.6",44.899833,5.565667,1220
"GRESSE",1984,"47.4",44.899833,5.565667,1220
"GRESSE",1985,"34.5",44.899833,5.565667,1220
"GRESSE",1986,"60.7",44.899833,5.565667,1220
"GRESSE",1987,"37",44.899833,5.565667,1220
"GRESSE",1988,"42",44.899833,5.565667,1220
"GRESSE",1989,"44.3",44.899833,5.565667,1220
"GRESSE",1990,"110.5",44.899833,5.565667,1220
"GRESSE",1991,"98",44.899833,5.565667,1220
